mean,variance,std_dev,signal_energy,rms,peak_to_peak,delta_power,theta_power,alpha_power,beta_power,gamma_power,file_name
-17.790090309982915,2433.1865945000213,49.32734124702061,11265414.0,52.43733314860099,358.0,1525000158.3400722,2139719117.8424444,3911664006.4851956,8896933660.602512,3736717619.0135546,C001.txt
-0.0976324139614352,4465.689271914674,66.82581291622776,18295968.0,66.825884236596,528.0,5675806290.639566,5141714651.938338,5234045966.5101,14242679299.380312,6713305581.73834,C002.txt
-14.713204783988283,2091.526486605122,45.73320988740154,9455896.0,48.041699403962575,326.0,1685924765.195732,2950607722.7475557,3447337386.7292147,4836263316.871446,4298038521.195681,C003.txt
27.979985355137906,2145.8038464239985,46.32282209045557,11998816.0,54.117311711667,360.0,2521548816.2113743,4640841757.352428,2800987886.5310044,3794301370.054478,3939965324.543339,C004.txt
8.336343666097145,15630.093853655875,125.02037375426404,64321214.0,125.29799870458886,997.0,11587444460.260637,27018356677.36014,19241472182.08431,29026730479.276936,36231872976.03382,C005.txt
12.091286307053942,3089.0133900222513,55.578893386089035,13254666.0,56.87892926718471,448.0,3553570671.65119,5937851767.6757145,5216504841.735334,6873941019.232915,3947066833.3203197,C006.txt
-4.089333658774713,2277.968099555989,47.728064066710154,9401348.0,47.90293048790207,377.0,2902608600.8114023,4353509849.6964,4359071208.861486,5008794776.5215025,2180780023.4605803,C007.txt
-37.86014156700024,1498.0783161137153,38.705016678897266,12010227.0,54.14303866229725,279.0,4299569126.264379,2274438347.868683,1687002505.8037639,2063677055.700039,1997205886.2899067,C008.txt
27.88308518428118,3973.6687814994557,63.037042931116744,19465401.0,68.92847902640342,497.0,1709069803.7772489,3360373871.2412915,6263630643.281533,16714412229.437914,4725820196.836039,C009.txt
-7.31022699536246,1291.757066509371,35.941022057105876,5511270.0,36.67692033463411,267.0,761910397.9675139,2101247000.8272333,2392090180.128658,3295574965.229495,2059860332.5350485,C010.txt
-3.938491579204296,517.4216499580082,22.746904184042457,2183428.0,23.085349594005965,185.0,498649967.6502738,868667102.3660461,864845725.9053111,1226513533.309631,782290859.8672786,C011.txt
-8.954600927507933,3547.430694599101,59.560311404483954,14862341.0,60.2296901234767,506.0,3752849569.336712,3885288842.149159,5571633752.02003,11585784286.633005,4585173641.761032,C012.txt
18.819868196241153,1322.857471986533,36.371107654105515,6870853.0,40.951738802038946,255.0,2604880467.0787234,2595758126.1239758,1881476353.868178,2407461898.4997525,1510738607.1497574,C013.txt
-60.83915059799853,1271.6316817779061,35.659945061341666,20374520.0,70.51974140099956,261.0,803325968.7471945,1761258085.8701532,2190629534.405784,3019587163.16556,2628403523.170637,C014.txt
-4.496704906028802,5039.216550040574,70.98743938219334,20728513.0,71.12971885964738,555.0,4933458515.651934,9594161364.908169,5291151604.051429,10052986373.474113,10340068310.215548,C015.txt
28.515743226751283,1934.321511975073,43.980922136479506,11256381.0,52.41630589567606,314.0,2494177654.700412,3010763849.599679,3046501369.4298267,4758484916.528633,2711753121.5371323,C016.txt
-52.63216988040029,4541.735582135651,67.39240003246398,29956776.0,85.50953682750811,508.0,3926868429.745636,7106119604.582303,4443740666.398626,9185687737.781796,11153162861.962095,C017.txt
24.84549670490603,1153.421820701539,33.962064435212696,7254642.0,42.079930218751976,287.0,695305404.1177014,794593495.4191327,1169318817.7764187,3392946162.2932014,3458821434.5673265,C018.txt
27.576275323407373,3161.945915050387,56.23118276410685,16070060.0,62.629041791829714,408.0,5142237864.949406,8551307390.959801,3874011998.5836883,4613183253.973022,4056306125.492877,C019.txt
-38.475958018061995,1286.055133479321,35.86161086007321,11334164.0,52.597095726731816,252.0,1398713513.5046766,2302431725.91984,1555707849.0732276,1967325289.7765765,3332565633.694905,C020.txt
-4.025628508664877,2886.9558967553307,53.73040011720861,11894253.0,53.880994623754916,368.0,3285925117.970403,4234406913.9024305,6028299495.175377,6904100318.996688,3462584218.180294,C021.txt
-19.63314620453991,2559.3032996693737,50.58955721954259,12064697.0,54.265677269874864,382.0,1713139048.4398875,2681389021.7978916,2945694641.5322046,9695057277.526993,4227583785.8463817,C022.txt
-4.4488650231876985,730.2283468934239,27.022737590655463,3072835.0,27.38650665725672,182.0,2200757850.4410105,801726539.7603889,881643323.1887025,1378579904.5413516,729086999.0875773,C023.txt
8.385403954112766,4540.7904435334285,67.38538746296135,18891699.0,67.90512088942246,473.0,6233777706.241486,7210232034.466335,7124780549.548645,9981879938.872656,6641501763.55187,C024.txt
-16.753478154747377,1847.0805498990226,42.97767501737411,8717431.0,46.12764442479824,304.0,800919464.308199,2383007310.025349,3309435827.1866946,3657706671.725542,5209646992.461836,C025.txt
-13.67830119599707,667.9399563037159,25.84453436035782,3503082.0,29.24099656154234,162.0,812424643.5037192,1313756359.3098133,890012802.6054238,1797324256.5944593,714922635.1767355,C026.txt
3.3024164022455453,807.6173556450128,28.418609319335328,3353490.0,28.609846377407084,193.0,522034465.55307364,1376935607.7310271,977253667.1861193,2263144811.58054,1530122894.5475504,C027.txt
-6.214791310715158,351.63411853711756,18.751909730401263,1598886.0,19.75494240874567,173.0,488269492.6317316,407964736.3608421,537611550.9364176,818824085.9457613,641784710.9169483,C028.txt
